uuid,graphic_layer,node,path,point
dc7ac151-f28c-4709-b760-01f0bfea1422,Standard,5e213f42-d93e-45c5-a295-adbe09105746,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.79096045,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
7e19bbb7-52c2-4f80-97c2-d5bea34b15d5,Standard,867c4b4d-0f38-4f28-82ce-135f2cc63808,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81355932,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
49bff912-4ea7-4274-bae4-95bc9c12219b,Standard,1dcddd06-f41a-405b-9686-7f7942852196,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.69491525,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
9031d2ef-01e7-4e1c-a880-ea3ee9102493,Standard,4e188ac9-e507-46b1-b8e2-376cf7c6ceb1,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.09039548,0.66393443],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
cc657d07-3495-45b8-a90b-76769e14f2d8,Standard,8a50fb37-81cf-47c9-8850-a12b4391e2e7,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.09039548,0.24590164],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
dbe14dc1-88ac-4a06-8159-8ef2928e1f84,Standard,154e9a99-467b-4f65-9928-8ebb14149baa,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.61016949,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5a54c5de-9afe-4ea1-af36-2bca268deed2,Standard,00d03670-7833-47ee-ad52-04d18d1c64fd,"{""type"":""LineString"",""coordinates"":[[0.10734463,0.1557377],[0.14124294,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
1730aedc-aec2-4f82-bc90-2c821b470e0c,Standard,f1e88392-3b2a-4ce8-a31f-c963f08f8043,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.89265537,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
0f6ac439-e4c6-4df4-908f-4a8b02f713c8,Standard,00d4a837-f09c-41df-bed1-dfdb78387116,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.91525424,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
dc6febac-9d01-4142-a73a-dba92b98395a,Standard,a4a44d93-48d6-4b87-8053-87fe0778e75c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.73446328,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
eb238e09-ce22-4dcc-86ed-20a584fb6b32,Standard,9aaf57c4-cc5c-4a01-8c2c-72bc7e231cc9,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81355932,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
f6580db8-09e2-48fa-b605-fe25866616b1,Standard,c72a08bc-4685-49b1-b8ef-803aebc8c388,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.65536723,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ea154576-db6d-44de-b853-685c2049936e,Standard,36cda100-86ae-4a20-ac71-20af603ac0cf,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.70621469,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
05a66108-a122-4dbf-bbd9-c57a3904df7e,Standard,e3c3c6a3-c383-4dbb-9b3f-a14125615386,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8700565,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
94f85ca1-6313-4083-9f67-4f352b5fee15,Standard,4a6f6058-e654-464d-9367-2dca7185c6d7,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.09039548,0.06557377],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
41c1aa80-2d8b-4993-a943-eeb328d67532,Standard,450426ac-a560-4d17-b1fc-9e169530a655,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.73446328,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
682dc5b8-6d22-4127-a456-d750f8a1c10d,Standard,bbd210a5-eb85-4616-bdd0-72bbd3ed7ef9,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.87570621,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
865f965a-f8d1-49cc-a85e-92f59a4ecb01,Standard,40537c84-c812-4231-bd23-0ba81922e937,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.77966102,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
8a1d7137-26e1-478e-a16c-2b4df1c762c1,Standard,f5ae3279-fe21-4bb7-849a-eaacb0546b0e,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.76836158,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
97e202d5-561b-418b-8b53-fa080e7cb931,Standard,21359dd1-7a23-4932-b656-c196fbffe751,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.76836158,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ea7ae0ca-7ddb-4d6d-bf0a-4285fe70aee4,Standard,fd3b7bb8-3976-4441-9211-745243afd80f,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.61016949,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5be3829e-2848-4b72-9cb6-61aefec4e172,Standard,970cf93c-36c5-4938-a7e4-3f184a7035f0,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.70056497,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
c1b96bd6-563f-4f4d-b401-1955e29d7ced,Standard,857c264a-7072-4bb7-af56-2f01539b2a2e,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.85310734,0.04918033],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
bb372eec-e66c-4eed-b87d-15370feab1be,Standard,ba0b3e4b-85e1-4b45-8863-fbfe11c9b69c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.71186441,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
c94b74dd-5f70-4203-a9ee-76452e5d8c28,Standard,32507a10-1eed-4a3f-820c-bc187f3b052e,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.72316384,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
6aa9dcf5-cfca-47f7-ae51-1c251a7a6a4e,Standard,a5c73608-5a85-495d-bea0-df77b6ce66ea,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8700565,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
00783c26-0fc0-4b48-b470-dc44e8599a28,Standard,6c24b464-790a-4aae-bb11-766718f07cd5,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.82485876,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
26c688ba-b07c-4b84-8bcc-f5ede0b8f957,Standard,3802b603-d08d-4031-b7d7-e29734bcc122,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.61581921,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
8cd97a28-625a-4d1b-8f3d-214986ed1ae3,Standard,7cff7ac7-2d18-4c4c-8e1b-893bb050c1ed,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.63276836,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
f53a49a2-00a5-45cf-8734-476821a46456,Standard,2f921888-36d3-4c88-a8aa-1ecbdc62b9c4,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.73446328,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1a9191b1-c559-404c-a61e-1da846c5efde,Standard,0c266541-6235-4d01-8258-e763c58af6c7,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.83050847,0.44262295],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
a6267f4c-d751-4f99-ade6-237d737fb745,Standard,86af5351-87ef-49c6-bd17-673dceecee5b,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.6779661,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
3179b868-7036-4f0e-abe8-8c97a7ec9e27,Standard,9502fd3e-c00f-48fa-8b56-c72d21f80f3c,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.7740113,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
2b0f09af-6760-4fdc-8661-6688c100191f,Standard,2645e336-b0df-4d1e-a0ea-375444488f06,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8079096,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
0286cd61-b997-4cd9-a139-88eeab79339b,Standard,55b3d03f-2204-4ab3-84cc-a28476868c9d,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.76271186,0.04918033],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
cb82c2a6-ea8d-4f49-a6aa-9b615295945d,Standard,15345698-c319-461f-b969-37d50fb84220,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.6440678,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
94684e7b-92e8-4976-8c16-4a4c80a0a027,Standard,1a8ba1a5-3cee-4791-b21b-f17b08526873,"{""type"":""LineString"",""coordinates"":[[0.07909605,0.2295082],[0.11299435,0.2295082]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
0cefddfa-26b5-4dc2-ad52-87fa38c40e09,Standard,77fc154f-f41c-4e75-bbb1-b7fca68b2f4e,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.2295082],[0.23728814,0.2295082]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2747953c-f646-407d-978c-1318659a63be,Standard,174fb4b2-4f9e-415c-bfee-d850ef751307,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.18852459],[0.23728814,0.18852459]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
37b0bed2-ead9-4541-bce0-3a8df610b7f8,Standard,eb125953-31d3-4207-adf7-aba3a3790d6f,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.84180791,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
80ee9fdd-b0c4-42e2-835d-abcb120e323d,Standard,9f95c733-71e2-4bf0-a27a-70144518ea2c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.80225989,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ed80eeb6-2d18-4d23-a1ae-7a1bc43a8599,Standard,f29859be-c6e7-4cf9-84d7-239eb98a9e65,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.83050847,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
9c1050be-a40a-42da-9f0b-b91aa206b0ce,Standard,06b7f21a-d6d7-4ec0-94c6-141845f14986,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.78531073,0.45901639],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ee1d5114-5f69-4ff9-91e9-273d8437e2ae,Standard,f66df6fa-3dfa-4515-85d7-54d0f429fde7,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.92655367,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
ba6759b8-89a7-4b38-b5d6-eb17db1e212b,Standard,b179c38b-5af0-4304-84b1-1dc03314fd80,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.66666667,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
aa57fd6a-7f6d-45df-aa28-1dc626abe782,Standard,d82fae59-844a-4c85-997e-326dd876137c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.80225989,0.77868852],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
011c1cb7-a03a-448d-8ea0-40ebe2336949,Standard,732f83b0-b9c5-4b8e-86fe-753c26f40e78,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.75141243,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
69e69cb7-363b-4bb7-b77b-60b08a58f7fe,Standard,155bb2dc-0121-413e-ab42-67c2ed5ce6ea,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.93785311,0.52459016],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
2ffc1daf-fd76-4180-8274-6c57ae461e14,Standard,b9a28095-68f7-44c1-9ccc-6efc5ea84c59,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.31073446,0.06557377],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
bdd060c8-0636-4042-bedf-0acbd1244bdf,Standard,890f2162-b4cb-49e7-a16f-4b552c5e245c,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.1147541],[0.23728814,0.1147541]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
83c21903-e94d-4b2a-a933-8cc984d28f24,Standard,ce71377d-63ea-462a-9290-67e51946a098,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.91525424,0.67213115],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
25107814-9a22-49f5-ba01-00c7c3ad123a,Standard,6232b760-b2e0-485e-9c61-f9721a366a81,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.79661017,0.14754098],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5145b6ec-0d37-480d-a7de-9b169d5ab62d,Standard,904c7476-5f16-4ec2-9138-7d5e32d38a3b,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.71186441,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
fd99eb90-1a76-4b0b-a7b4-294f4bf6a4f7,Standard,519ace7e-fd3f-4797-b14b-36c1694b00cd,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8079096,0.44262295],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
0e676643-d3c8-46f8-836c-0ef21bda69ce,Standard,a286f73a-20ee-4056-8129-c7963b34ecd9,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.87570621,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
86237e52-5633-4047-9370-69d30e223fec,Standard,dfae9806-9b44-4995-ba27-d66d8e4a43e0,"{""type"":""LineString"",""coordinates"":[[0.0,0.06557377],[0.03389831,0.06557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4a71a58f-2e89-4a01-a76d-41c57d65fd5a,Standard,b32c5f5e-b6b8-41ed-a192-078e1aed05ac,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.83050847,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
66600910-c787-475c-9892-98098f6afdac,Standard,196fe620-d4a7-45f9-93ad-0579e2bcbb9a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.96610169,0.25409836],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
2a1e5940-c981-4e19-b8b3-c9816f9b0da1,Standard,6dd72a1e-2a79-4cde-b2fc-92bc9a83032a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.8700565,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
3080afb0-0cdc-4641-ae10-71c05a48fa0f,Standard,92301422-94ae-48ab-89c7-a69eea9450b2,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.31073446,0.24590164],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
5dc5e9c0-f62a-40f0-a52e-8dfe9d145291,Standard,d7023c15-adb7-4d56-9f86-b182611a47ef,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.9039548,0.57377049],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
3df7db14-eec4-45ba-93df-fb179ede15ef,Standard,dd9d4153-c56f-4457-ad5e-46a48d4486b6,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.89265537,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
77604c41-ad4e-4786-8ba5-a0da0af7241a,Standard,012c9eee-86c2-494c-adcc-bbfc481e4a46,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.82485876,0.96721311],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
1f187c3f-498b-4c02-89ed-e7b03ad410fd,Standard,fd4f6232-c28d-4fc3-81dd-03b84aad695e,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.77966102,1],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
11fb04eb-12dd-4f9f-b781-fa27757154ab,Standard,401f37f8-6f2c-4564-bc78-6736cb9cbf8d,"{""type"":""LineString"",""coordinates"":[[0.21468927,0.1557377],[0.24858757,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[7.4116482,51.4843281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7d4efdca-c7e6-476d-9f28-56aa019c054b,Standard,2f64bf67-cee9-44bb-8c13-ff96878932af,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.74011299,0.36885246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
4a7746dc-01ce-4dd4-94b3-0778d9ded0b9,Standard,666757e2-292e-473c-ac9c-04c0786574bc,"{""type"":""LineString"",""coordinates"":[[12.8273,52.2895],[12.8273,52.2895]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}","{""type"":""Point"",""coordinates"":[0.81355932,0.89344262],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:0""}}}"
