quarterHour;ez2_0;ez2_1;ez2_2;ez2_3;ez2_4;ez2_5;ez2_6;ez2_7;ez2_8;ez2_9;ez2_10;ez2_11;ez2_12;ez2_13;ez2_14;ez2_15;ez2_16;ez2_17;ez2_18;ez2_19;ez2_20;ez2_21;ez2_22;ez2_23;ez2_24;ez2_25;ez2_26;ez2_27;ez2_28;ez2_29;ez2_30;ez2_31;ez2_32;ez2_33;ez2_34;ep1_1;ep1_2;ep1_3;ep1_4;ep1_5;ep1_6;ep1_7;ep1_8;ep1_9;ep1_10;ep1_11;ep1_12;ep1_13;ep1_14;ep1_15;ep1_16;ep1_17;ep1_18;ep1_19;ep1_20;ep1_21;ep1_22;ep1_23;ep1_24;ep1_25;ep1_26;ep1_27;ep1_28;ep1_29;ep1_30;ep1_31;ep1_32;ep1_33
34;0;0,000521832;0,001191786;0,002081612;0,010203715;0,014478775;0,01944595;0,024981739;0,03012553;0,034635093;0,041733627;0,047330455;0,048548894;0,049832161;0,051079009;0,052458015;0,058871549;0,060214633;0,066464193;0,067846329;0,074768153;0,078736033;0,082867533;0,082079088;0,090532735;0,10269882;0,103741294;0,104894456;0,106293122;0,106923307;0,108055789;0,109886751;0,111148607;0,112509167;0,114028898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;0;0,000521832;0,001191786;0,002081612;0,007936015;0,011965086;0,017087983;0,02230852;0,027604595;0,032271212;0,039074058;0,047330455;0,048548894;0,049832161;0,051079009;0,052458015;0,058871549;0,060214633;0,066464193;0,067846329;0,074768153;0,075675248;0,079455583;0,076991551;0,086339504;0,10269882;0,103741294;0,104894456;0,106293122;0,106923307;0,108055789;0,109886751;0,111148607;0,112509167;0,114028898;0,09134378;0,18268756;0,269696262;0,353814744;0,435042945;0,513380532;0,588827923;0,661384233;0,731050052;0,797825218;0,861709347;0,922701953;0,980803761;1,036013993;1,08833317;1,137760379;1,184296014;1,227939745;1,26869184;1,306552403;1,341519911;1,37359582;1,402778885;1,429070226;1,45246849;1,472974189;1,490587066;1,505307272;1,517134254;1,526068226;1,532109182;1,535256932;1,583233606
36;0;0,000521832;0,001191786;0,002081612;0,005668316;0,009451394;0,014730024;0,019635306;0,025083639;0,029907321;0,036414481;0,047330455;0,048548894;0,049832161;0,051079009;0,052458015;0,058871549;0,060214633;0,066464193;0,067846329;0,074768153;0,075675248;0,07604364;0,076991551;0,082146289;0,095265527;0,103741294;0,104894456;0,106293122;0,106923307;0,108055789;0,109886751;0,111148607;0,112509167;0,114028898;0,0927103;0,185420599;0,27379618;0,35928187;0,441877549;0,521582947;0,598397914;0,672322861;0,74335709;0,811500936;0,876754001;0,939115994;0,998587217;1,055167287;1,108856322;1,159653983;1,207560262;1,252575008;1,294698118;1,333929702;1,370269265;1,403716876;1,434272299;1,461935982;1,486706893;1,508585534;1,527571485;1,543665206;1,55686644;1,56717415;1,574588956;1,579110675;1,628458029
37;0;0,001730077;0,003951233;0,006028895;0,011274373;0,017181006;0,025271851;0,033034094;0,041059968;0,048438205;0,161546386;0,208446912;0,212599232;0,217028832;0,221292941;0,225080377;0,235107484;0,239353399;0,288994128;0,334436993;0,365411609;0,409631978;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,46440046;0,482910897;0,090402367;0,180804732;0,267412307;0,351489816;0,433037214;0,512054392;0,588541096;0,66249749;0,733923381;0,802818857;0,869183315;0,933017115;0,994320325;1,053091967;1,109332775;1,163042408;1,214220482;1,262867417;1,308982561;1,352566754;1,39361843;1,43213891;1,468127411;1,501583746;1,532508042;1,560900147;1,586759814;1,610087351;1,630882823;1,649144737;1,66487433;1,678071738;1,73051146
38;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,022913895;0,030360878;0,038539019;0,046074322;0,053981382;0,208446912;0,212599232;0,217028832;0,221292941;0,225080377;0,235107484;0,239353399;0,248385125;0,334436993;0,365411609;0,409631978;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,458189074;0,482910897;0,078132241;0,156264517;0,231692124;0,305316628;0,377137814;0,447155736;0,515370252;0,581781315;0,646388869;0,709192666;0,770192894;0,82938958;0,886782214;0,942371018;0,996156155;1,048136812;1,098313669;1,146686096;1,193254636;1,238018936;1,280978489;1,322133899;1,361484732;1,399030816;1,434772409;1,468709103;1,500841211;1,531168642;1,559690772;1,586407745;1,611320098;1,634428328;1,685503711
39;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,020555934;0,027687655;0,036018078;0,043710431;0,0513218;0,110709784;0,212599232;0,217028832;0,221292941;0,225080377;0,235107484;0,239353399;0,248385125;0,26064174;0,365411609;0,407837068;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,482910897;0,064969762;0,129939548;0,193374203;0,255785389;0,317172952;0,377537238;0,436877701;0,495194516;0,552487874;0,608757289;0,664003185;0,718225398;0,771423363;0,823597795;0,874748216;0,924874609;0,973977091;1,022055585;1,069109913;1,115140613;1,160146558;1,204128605;1,247086078;1,289019752;1,329928931;1,369813549;1,408673919;1,446510283;1,483321707;1,519108814;1,553871534;1,587609035;1,637222269
40;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,018197976;0,025014435;0,033497129;0,041346544;0,048662231;0,056952112;0,200712165;0,217028832;0,221292941;0,225080377;0,233942919;0,239353399;0,248385125;0,253166528;0,339428221;0,389828711;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,482910897;0,051740272;0,103480506;0,154861127;0,2060019;0,256902942;0,307564087;0,357985439;0,408166822;0,458108722;0,507810678;0,557272713;0,606494748;0,655477215;0,704219501;0,752722128;0,800984716;0,849007429;0,89679003;0,944333105;0,991636299;1,03869897;1,085522069;1,132105033;1,178448257;1,224551466;1,270414448;1,316037538;1,361420704;1,406563833;1,45146695;1,496129876;1,540552557;1,588694674
41;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,018197976;0,02234122;0,030976183;0,03898266;0,046002654;0,052963967;0,065898857;0,217028832;0,221292941;0,225080377;0,229840083;0,239353399;0,243349402;0,253166528;0,27992747;0,389828711;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,478330498;0,044027781;0,088055546;0,13240889;0,176979378;0,221766925;0,266771536;0,311993195;0,357432061;0,403088151;0,448961257;0,495051403;0,541358942;0,587883421;0,634625102;0,681583873;0,728759947;0,776153106;0,82376366;0,871591279;0,919636154;0,967898213;1,016377468;1,065074097;1,11398778;1,163118942;1,212467196;1,262032713;1,311815627;1,361815672;1,412033034;1,462467993;1,513119727;1,560404721
42;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,018197976;0,02234122;0,028455238;0,036618769;0,043343073;0,048975815;0,060876825;0,155829662;0,221292941;0,225080377;0,229840083;0,239353399;0,243112141;0,253166528;0,278270047;0,330260864;0,410963789;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,47023025;0,042671261;0,085342506;0,128459863;0,171874691;0,215586961;0,259596673;0,303903779;0,348508577;0,393410626;0,438610334;0,484107609;0,529902288;0,575994467;0,622384321;0,669071648;0,716056581;0,763339021;0,810919198;0,858796891;0,906972392;0,955445209;1,004215971;1,053284107;1,102650068;1,152313712;1,202274916;1,252534101;1,303090699;1,353945324;1,405097319;1,456547219;1,508295487;1,55542859
43;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,018197976;0,02234122;0,025934295;0,034254882;0,040683495;0,044987674;0,055854781;0,081221592;0,221292941;0,225080377;0,229840083;0,239353399;0,243112141;0,253166528;0,278270047;0,307911055;0,399776844;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,47023025;0,03981843;0,079636851;0,119911244;0,160489652;0,201372071;0,242558537;0,284049037;0,325843471;0,367942154;0,410344901;0,453051761;0,496062699;0,539377691;0,582996655;0,626920081;0,671147427;0,715678902;0,760514832;0,80565455;0,851098806;0,896847064;0,94289965;0,989256477;1,03591754;1,082882657;1,130152447;1,177726116;1,225604315;1,273786794;1,322273452;1,371064602;1,420160174;1,464539911
44;0;0,001730077;0,003951233;0,006028895;0,011274373;0,014667314;0,018197976;0,02234122;0,025934295;0,031890995;0,038023914;0,040999517;0,050832745;0,062300363;0,104176467;0,225080377;0,229840083;0,239353399;0,243112141;0,253166528;0,273847261;0,307911055;0,329152132;0,415130509;0,418003441;0,420330911;0,424263759;0,42803976;0,431449876;0,433696372;0,438011882;0,442144614;0,447353103;0,451833086;0,47023025;0,038602246;0,077204499;0,116248949;0,15558828;0,195222409;0,235151447;0,275375191;0,315894135;0,356707674;0,397816346;0,439219955;0,480918466;0,522911843;0,565200011;0,607783257;0,650661618;0,693834905;0,737303078;0,781066382;0,825124652;0,869477907;0,914126436;0,959069829;1,004308398;1,049841967;1,095670658;1,141794484;1,18821329;1,234927302;1,281936413;1,329240779;1,376840468;1,419866459
45;0;0,00030844;0,000704429;0,00123038;0,002010006;0,002614903;0,003262025;0,003964971;0,004658572;0,005368418;0,008731556;0,006739855;0,012435619;0,008099936;0,04546101;0,046351427;0,047034335;0,053158521;0,053691379;0,059855122;0,060929068;0,06668651;0,066600193;0,067019385;0,067445269;0,067575956;0,068160371;0,068602414;0,06898746;0,069294641;0,069712233;0,070365152;0,071060845;0,071614785;0,07226007;0,03774976;0,075499533;0,113676052;0,152137249;0,190882934;0,22991322;0,269228148;0,308827451;0,34871167;0,388880429;0,42933383;0,470071888;0,5110946;0,552401939;0,593993835;0,635870571;0,678032002;0,720478305;0,763209034;0,806224786;0,849525094;0,893110276;0,936980146;0,981134869;1,025574316;1,070298483;1,115307576;1,160601632;1,206180436;1,25204392;1,298192431;1,344626061;1,386645331
46;0;0,00030844;0,000704429;0,00123038;0,002010006;0,002614903;0,003262025;0,003964971;0,004658572;0,005368418;0,006071981;0,006739855;0,007413585;0,008099936;0,011470251;0,046351427;0,047034335;0,053158521;0,053691379;0,059855122;0,060929068;0,06668651;0,066600193;0,067019385;0,067445269;0,067575956;0,068160371;0,068602414;0,06898746;0,069294641;0,069712233;0,070365152;0,071060845;0,071614785;0,07226007;0,03774976;0,075499533;0,113676052;0,152137249;0,190882934;0,22991322;0,269228148;0,308827451;0,34871167;0,388880429;0,42933383;0,470071888;0,5110946;0,552401939;0,593993835;0,635870571;0,678032002;0,720478305;0,763209034;0,806224786;0,849525094;0,893110276;0,936980146;0,981134869;1,025574316;1,070298483;1,115307576;1,160601632;1,206180436;1,25204392;1,298192431;1,344626061;1,386645331
47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03774976;0,075499533;0,113676052;0,152137249;0,190882934;0,22991322;0,269228148;0,308827451;0,34871167;0,388880429;0,42933383;0,470071888;0,5110946;0,552401939;0,593993835;0,635870571;0,678032002;0,720478305;0,763209034;0,806224786;0,849525094;0,893110276;0,936980146;0,981134869;1,025574316;1,070298483;1,115307576;1,160601632;1,206180436;1,25204392;1,298192431;1,344626061;1,386645331
48;0;0;0;0;0;0;0;0;0;0;0,007455894;0,008275989;0;0;0;0;0;0;0;0,019499823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03774976;0,075499533;0,113676052;0,152137249;0,190882934;0,22991322;0,269228148;0,308827451;0,34871167;0,388880429;0,42933383;0,470071888;0,5110946;0,552401939;0,593993835;0,635870571;0,678032002;0,720478305;0,763209034;0,806224786;0,849525094;0,893110276;0,936980146;0,981134869;1,025574316;1,070298483;1,115307576;1,160601632;1,206180436;1,25204392;1,298192431;1,344626061;1,386645331
49;0;0,011721102;0,020852697;0,027967707;0,032240411;0,103116665;0,144488315;0,154911043;0,164695045;0,174826035;0,240163117;0,264625452;0,275136104;0,275631904;0,296413828;0,297880395;0,299315891;0,301682742;0,310941406;0,318976153;0,316796849;0,318485545;0,319346853;0,322640847;0,325972201;0,327599133;0,339997251;0,357732773;0,361029353;0,387816102;0,378207521;0,383385765;0,399136835;0,403613876;0,419453355;0,045687755;0,091375494;0,137119533;0,182901151;0,228720268;0,274576939;0,320471034;0,366402758;0,412372104;0,458379067;0,504423201;0,550505279;0,596624821;0,642781657;0,688976263;0,735208431;0,781477932;0,827785248;0,874130026;0,920512436;0,966932214;1,013389873;1,059884886;1,106417426;1,152987568;1,199595239;1,246240585;1,292923407;1,339643893;1,386401745;1,433197538;1,480030871;1,526282259
50;0;0,012934424;0,025056151;0,037175606;0,047368435;0,091478064;0,197884398;0,225231878;0,230209434;0,23516774;0,233885417;0,305857992;0,309728392;0,29841726;0,316863001;0,321284366;0,324125245;0,328713545;0,355934355;0,346197305;0,360757659;0,372846947;0,378576302;0,383024704;0,388776821;0,391326619;0,396387181;0,470900663;0,475649648;0,453385791;0,485057024;0,50286957;0,566710267;0,638259941;0,659574451;0,048411546;0,096823077;0,145170689;0,193475759;0,2417382;0,289957981;0,338135315;0,386269712;0,434361752;0,482411265;0,530417882;0,578382025;0,626303732;0,674182473;0,722018813;0,769812424;0,817563522;0,865271914;0,912937687;0,960560906;1,00814134;1,055679258;1,103174514;1,150627028;1,198037084;1,245404505;1,292729021;1,340011132;1,387250452;1,434447205;1,481601407;1,528712733;1,576485761
51;0;0,01094512;0,019887755;0,026842054;0,033899568;0,049968794;0,091561333;0,201115322;0,235221868;0,24105596;0,240162796;0,269607729;0,317626694;0,30224553;0,312093913;0,331945098;0,335580145;0,339283961;0,352281446;0,426020909;0,472454608;0,481247439;0,480173677;0,499892938;0,506733824;0,510863143;0,518340745;0,540638647;0,600235344;0,575473985;0,607578803;0,625941645;0,652154731;0,700156689;0,791438439;0,047268876;0,09453776;0,141844229;0,18917584;0,236532527;0,283914213;0,331320974;0,378752931;0,426209982;0,473692066;0,521199329;0,568731604;0,616289009;0,663871494;0,71147908;0,759111706;0,806769462;0,854452401;0,902160303;0,949893473;0,997651568;1,045434905;1,093243233;1,141076689;1,188935285;1,236819064;1,284727806;1,332661744;1,380620859;1,428604809;1,476614126;1,524649273;1,572293783
52;0;0,011683469;0,021633171;0,029853145;0,035600774;0,045719969;0,060713145;0,103160762;0,20629879;0,248695937;0,249044146;0,25067066;0,322845363;0,307109938;0,319477781;0,33650972;0,349133077;0,353778915;0,358401089;0,374318108;0,486713648;0,534006923;0,495590601;0,532041139;0,538258538;0,546258065;0,553515954;0,562031609;0,614888004;0,611190306;0,647991763;0,712193566;0,757618754;0,833184663;0,887622442;0,045726288;0,091452575;0,137353528;0,183370982;0,22950491;0,275755266;0,322122218;0,368605301;0,415205221;0,461921471;0,508754251;0,55570365;0,6027696;0,649951901;0,697250614;0,744665917;0,792197742;0,83984636;0,88761122;0,935492667;0,983490583;1,031605131;1,079836272;1,128183997;1,176648029;1,225228937;1,273926205;1,322740101;1,371670639;1,420717659;1,469881266;1,519161215;1,566635203
53;0;0,01133382;0,020834627;0,028458381;0,034171395;0,045513101;0,060888601;0,076610126;0,110382886;0,21530985;0,248412904;0,251837883;0,25817411;0,303506523;0,317619121;0,334387849;0,352342082;0,357365001;0,361958736;0,388972043;0,431282035;0,520661671;0,50457887;0,523757535;0,554560982;0,564999514;0,573439975;0,581487338;0,590187019;0,627992186;0,659326839;0,682661126;0,755391966;0,783342753;0,867529955;0,044383678;0,088767384;0,133445027;0,178318686;0,223388327;0,268653991;0,314115669;0,359773338;0,405627071;0,451677018;0,49792265;0,544364671;0,591002737;0,637836614;0,684866709;0,732092948;0,779515223;0,827133583;0,874948166;0,922958725;0,971165465;1,019568323;1,068167235;1,116962481;1,165953746;1,215141234;1,264524876;1,314104742;1,363880655;1,413852886;1,464021346;1,514386202;1,561710661
54;0;0,01133382;0,020834627;0,028458381;0,033746807;0,044134405;0,058530577;0,074465608;0,091013696;0,108907509;0,216082809;0,250447727;0,255339587;0,295835475;0,31169811;0,32855286;0,338945424;0,356660644;0,360813996;0,399133495;0,424657632;0,502983622;0,507867978;0,535153422;0,564398392;0,591351573;0,596373579;0,605998598;0,614550384;0,649129562;0,679612539;0,699668686;0,721800945;0,796428387;0,816846158;0,043241064;0,086482127;0,130118672;0,174018915;0,218182839;0,262610445;0,307301842;0,352256799;0,397475533;0,442958264;0,488704527;0,534714667;0,580988421;0,627526032;0,674327364;0,72139261;0,768721536;0,816314617;0,864171141;0,912291821;0,96067604;1,009324312;1,058236458;1,107412474;1,156852438;1,206556277;1,256523979;1,306755668;1,357251217;1,408010644;1,459034367;1,51032125;1,557518683
55;0;0,011460987;0,02112856;0,028952178;0,034560818;0,139488633;0,059894173;0,075287018;0,091123202;0,107692591;0,128122681;0,217571815;0,256385718;0,29200224;0,30384598;0,324180864;0,337551371;0,354078206;0,364778093;0,402544096;0,45789447;0,449325679;0,521230364;0,566147976;0,600384543;0,62640358;0,639825398;0,649368588;0,65854642;0,690897716;0,722201907;0,742411466;0,760221781;0,79154389;0,866223236;0,042326962;0,084653915;0,127457568;0,170579097;0,214018449;0,257775625;0,301850575;0,346243568;0,390954441;0,435983261;0,481329856;0,526994413;0,57297713;0,619277487;0,665896004;0,712832339;0,760086697;0,807659226;0,855549628;0,903758121;0,9522845;1,001129137;1,050291735;1,099772501;1,149571228;1,199688053;1,250123165;1,300876251;1,351947543;1,403336941;1,455044602;1,507070781;1,55416687
56;0;0,011805999;0,058682844;0,126491583;0,145875816;0,118138308;0,173734313;0,192544534;0,210928322;0,230069684;0,251295868;0,270183943;0,342727759;0,413570439;0,425547845;0,444014692;0,457462345;0,478457068;0,498530176;0,512172699;0,56762777;0,584612069;0,642729497;0,68942233;0,736253451;0,764443671;0,786900493;0,799225544;0,808911558;0,858051642;0,879719153;0,912275545;0,952284371;0,986495609;1,006723167;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
57;0;0,011805999;0,022210962;0,067101801;0,145875816;0,111854105;0,151180617;0,192544534;0,210928322;0,230069684;0,250798817;0,268793803;0,28883177;0,375198307;0,419898663;0,43548788;0,449261026;0,467421884;0,479282698;0,504328966;0,535087581;0,579626586;0,623918894;0,667471527;0,711177263;0,760068389;0,781854332;0,796984938;0,80756707;0,852179868;0,872433979;0,905646209;0,946000725;0,978679157;1,000080962;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
58;0;0,013737897;0,026112816;0,03710165;0,151553183;0,114682231;0,153114953;0,188847844;0,220144044;0,2392155;0,259339359;0,276267789;0,295644648;0,329590555;0,404544057;0,437650152;0,450507968;0,46698969;0,478775782;0,50549122;0,521106438;0,582097939;0,622196142;0,653991073;0,700689426;0,765891561;0,783554951;0,796071026;0,806799715;0,846397268;0,865876752;0,901239846;0,973626693;1,045619915;1,069185979;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
59;0;0,012707299;0,023759031;0,032985103;0,041951862;0,105584541;0,145180659;0,180686455;0,220139627;0,239210312;0,258837956;0,275711355;0,294760315;0,323692975;0,351690961;0,413505071;0,444980847;0,461000238;0,472763565;0,495891471;0,52909686;0,549546495;0,621016092;0,653050695;0,6860023;0,727196921;0,782507418;0,795624394;0,805952364;0,842742342;0,860681577;0,893748111;0,928948159;0,997576191;1,06171185;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
60;0;0,013512843;0,025691431;0,035372216;0,043754886;0,098527643;0,13449874;0,168997219;0,198013294;0,238943472;0,257964653;0,274287329;0,289866881;0,313906261;0,342270196;0,371376201;0,422461732;0,451077999;0,462670687;0,475264242;0,512024838;0,543017206;0,594083099;0,634443069;0,66485104;0,710417837;0,746979533;0,774985906;0,785202667;0,81761461;0,834175551;0,908729149;0,932425336;0,983464638;1,032593914;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
61;0;0,01450641;0,028918537;0,040941339;0,052091275;0,104222725;0,140604087;0,173051964;0,200563283;0,236994209;0,267633584;0,286169286;0,302747162;0,32176451;0,350351527;0,379771901;0,407444538;0,459374627;0,471257096;0,484194721;0,510431401;0,706227868;0,754650338;0,795688324;0,833104987;0,881685517;0,924182936;0,966772623;0,980677327;1,014696923;1,035429845;1,072064722;1,144289176;1,201450641;1,232258197;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
62;0;0,014417546;0,028918537;0,040941339;0,052091275;0,097938522;0,133436081;0,16489424;0,192890117;0,228362914;0,265828171;0,282164222;0,302156772;0,321066896;0,344991078;0,373936912;0,401917872;0,430964032;0,465592623;0,478820934;0,49889178;0,613118707;0,739323688;0,774964087;0,818532545;0,854821751;0,910981109;0,965456559;0,978487189;1,013722158;1,029639984;1,065412956;1,09578135;1,191492945;1,22490651;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
63;0;0,014328683;0,027829553;0,040941339;0,052091275;0,091654312;0,126268091;0,156736531;0,185216966;0,219731698;0,248383301;0,282164222;0,30156635;0,320369314;0,339630628;0,363039547;0,393607714;0,423625763;0,453136274;0,473447146;0,492993143;0,530278275;0,723630681;0,761965396;0,796187525;0,827505698;0,889586081;0,964140427;0,97714808;1,011421605;1,028600729;1,05884952;1,089800658;1,143970944;1,213909215;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
64;0;0,01423982;0,027337571;0,040941339;0,052091275;0,085370101;0,119100085;0,148578806;0,1775438;0,211100466;0,240278554;0,282164222;0,300975927;0,3196717;0,338825804;0,357478117;0,386183151;0,413412384;0,442853391;0,46572923;0,486166168;0,525547943;0,687300273;0,744178436;0,780792398;0,801496488;0,865702614;0,911207088;0,97580897;1,009008763;1,027694116;1,057707549;1,082872321;1,137837053;1,167841795;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
65;0;0,013656045;0,026505622;0,037857243;0,050620798;0,077967044;0,110832251;0,139324261;0,168781607;0,201384009;0,231092368;0,256375369;0,299313222;0,317898329;0,336938413;0,356381798;0,380332988;0,40699651;0,435914442;0,456869364;0,474434294;0,494560641;0,539573587;0,67216363;0,762310804;0,774500811;0,840202611;0,871709192;0,972834729;1,005074962;1,022988642;1,0547862;1,074849981;1,123947349;1,159954555;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
66;0;0,012623439;0,024667431;0,035112396;0,044575711;0,064404227;0,095516522;0,122031936;0,151288706;0,182257529;0,211849094;0,237155017;0,272138337;0,304341468;0,322701569;0,342344871;0,36101102;0,3865377;0,415335732;0,436074695;0,452414552;0,468118279;0,498811223;0,612448547;0,720898992;0,737205378;0,774374891;0,828657538;0,840713452;0,945673704;0,976498524;1,007808439;1,026766642;1,063011994;1,104204832;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
67;0;0,002353039;0,006475563;0,011116642;0,016835;0,02943871;0,058564888;0,082634715;0,111140035;0,13990091;0,168867728;0,193866873;0,226996758;0,266615499;0,283887884;0,302429622;0,320254724;0,339700373;0,367587888;0,387716323;0,40240334;0,414760436;0,438840085;0,541590695;0,652236268;0,661118138;0,697017307;0,736019202;0,772514181;0,784158221;0,81665613;0,83891606;0,863156482;0,897474045;0,929140875;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
