uuid,p,time
726c12bb-0c18-4585-a810-9fac9b461fa6,0.0,2016-03-31T23:15Z[UTC]
5c4fa2e9-6095-400f-b312-e9f6b73a4979,0.0,2016-03-31T23:30Z[UTC]
47ec935a-7d39-4a51-ac2f-2c099fe35e2f,0.0,2016-03-31T23:45Z[UTC]
57607b89-81d4-44fb-bd4d-7ad021cb6145,0.0,2016-04-01T00:00Z[UTC]
dea6031e-998a-48f5-83b4-f1b23543800c,0.0,2016-04-01T00:15Z[UTC]
26fab860-0051-47d9-a576-2993bc8289c3,0.0,2016-04-01T00:30Z[UTC]
d25082b1-836b-45c0-8921-35bad572508f,0.0,2016-04-01T00:45Z[UTC]
fe5fc018-f969-4d01-83cd-f9f01af8c73f,0.0,2016-04-01T01:00Z[UTC]
d4a8f7bf-02bb-4505-b29d-bcb6f25c2239,0.0,2016-04-01T01:15Z[UTC]
e342a0b4-6306-4794-9535-31d64a28e1e0,0.0,2016-04-01T01:30Z[UTC]
5d79c05d-c7fa-4263-bd53-1b371cd41f68,0.0,2016-04-01T01:45Z[UTC]
71e81844-5bf0-47ec-a3f0-5bf733c35b1e,0.0,2016-04-01T02:00Z[UTC]
2c70b6ac-0a46-4548-b21f-3c9deaf67c90,0.0,2016-04-01T02:15Z[UTC]
3d77fed9-3fd8-40ba-80b0-0a298d198e72,0.0,2016-04-01T02:30Z[UTC]
8fb45957-0674-4256-8ca8-953344a2ce9e,0.0,2016-04-01T02:45Z[UTC]
5f7cae86-eda2-47c7-9c52-67cb663cc745,0.0,2016-04-01T03:00Z[UTC]
43ff51b8-552f-4c16-a1cc-1dd39c608e02,0.0,2016-04-01T03:15Z[UTC]
44272899-c1a1-4c3f-a3b3-9c70f51a849c,0.0,2016-04-01T03:30Z[UTC]
3831d44f-c9ec-46cb-a079-5814e828228f,0.0,2016-04-01T03:45Z[UTC]
1279f886-0be3-400e-b791-ff61f0cd26af,0.0,2016-04-01T04:00Z[UTC]
20870cce-c7e7-45c8-8dc8-544f391801d2,0.0,2016-04-01T04:15Z[UTC]
0141de88-b1e2-4fea-a9fc-9dbb38772d37,0.0,2016-04-01T04:30Z[UTC]
a68958b9-d450-4336-9494-c3374282d087,0.0,2016-04-01T04:45Z[UTC]
45a24378-b6d3-4e1c-8230-c80c486ce86d,0.0,2016-04-01T05:00Z[UTC]
16f04679-75f8-47dc-8d9a-c3d28c52c7be,0.0,2016-04-01T05:15Z[UTC]
603c3236-5131-485a-9014-5e4f903074cf,0.0,2016-04-01T05:30Z[UTC]
20b9d3dd-ac3c-42c1-a6cd-b91ac8106dea,0.0,2016-04-01T05:45Z[UTC]
89e3350d-f0c9-48aa-802b-cddf219243e7,0.0,2016-04-01T06:00Z[UTC]
470d934e-77a7-4c2f-acd9-54262a68ec06,0.0,2016-04-01T06:15Z[UTC]
c8a8f0b2-972d-480a-a266-d1743f84c465,0.0,2016-04-01T06:30Z[UTC]
8c254d72-bf3c-4312-9143-50226b64abc4,0.0,2016-04-01T06:45Z[UTC]
43de0df1-3844-4ce1-8c42-ff1c639dcd47,0.0,2016-04-01T07:00Z[UTC]
aca5155a-aeb3-409f-b7a4-67c491f3c328,0.0,2016-04-01T07:15Z[UTC]
7f70d878-05a8-4269-a81e-29e73ddc9efb,0.0,2016-04-01T07:30Z[UTC]
4dabc688-19ab-40bd-b0e9-f5b4a4b716f8,0.0,2016-04-01T07:45Z[UTC]
e26ab875-dd96-4f15-baae-d8d0e5831c49,0.0,2016-04-01T08:00Z[UTC]
980e8bae-5985-47cb-9305-a12aad8b5bc1,-1.03941351,2016-04-01T08:15Z[UTC]
00116b91-5585-4788-bc55-b8b3fb713534,-2.07882702,2016-04-01T08:30Z[UTC]
4d1e72f9-e794-4102-9e01-5e2b1edbe3a0,-3.11824053,2016-04-01T08:45Z[UTC]
8440c43f-d143-415e-bf8b-c9d93605b26e,-4.15765404,2016-04-01T09:00Z[UTC]
3b91a271-c628-4319-ba2d-830e04c34ca8,-5.9991498,2016-04-01T09:15Z[UTC]
8159fc74-e8e0-458b-9f02-57ee26a1ab76,-7.8406749,2016-04-01T09:30Z[UTC]
f2fe15fb-5448-4d64-a561-4691e1f7518b,-9.6821511,2016-04-01T09:45Z[UTC]
395490fa-e35a-4797-96e7-d86951d0cc6a,-11.5236762,2016-04-01T10:00Z[UTC]
ad23dcf4-634e-45f4-a748-3da5057f1d8c,-12.3810888,2016-04-01T10:15Z[UTC]
40099767-4c60-47e6-a82f-a82fddc45463,-13.2385014,2016-04-01T10:30Z[UTC]
18a9d12e-0f8c-4987-90d7-db104ffa4c18,-14.0958651,2016-04-01T10:45Z[UTC]
c1f6b385-1269-4bea-96d8-d40afdc6901d,-14.9532777,2016-04-01T11:00Z[UTC]
dadca0a0-5053-4d05-afad-d0dd8521426a,-14.7490713,2016-04-01T11:15Z[UTC]
d3a505ba-ed45-4d5f-b054-f1ed7849c2dc,-14.544816,2016-04-01T11:30Z[UTC]
691e1ddf-c91f-4ad2-aa0a-0d412aa811b1,-14.3405607,2016-04-01T11:45Z[UTC]
fe199761-b770-4784-9464-65c495c3e57c,-14.1363543,2016-04-01T12:00Z[UTC]
1464cc1f-3360-428b-9179-501044b06abb,-12.9161526,2016-04-01T12:15Z[UTC]
9e41858a-eab8-4854-bb54-cc29739e3080,-11.6959509,2016-04-01T12:30Z[UTC]
6b3f86b1-b328-4c84-bfb1-34079fe359c7,-10.4757492,2016-04-01T12:45Z[UTC]
d7f497b8-a03a-4dc9-b16a-69842dacd337,-9.2555475,2016-04-01T13:00Z[UTC]
6703a9a5-26e1-4ddb-90ee-46c951ec4c2b,-9.0690429,2016-04-01T13:15Z[UTC]
0ba6fa7a-c819-41f2-8c9a-bf12412fabc6,-8.8825383,2016-04-01T13:30Z[UTC]
d0a276f8-2ecc-4289-9062-37dbada9224d,-8.6960337,2016-04-01T13:45Z[UTC]
dc4beea9-4bbd-4761-b4e2-a68d3449969b,-8.5095291,2016-04-01T14:00Z[UTC]
21416dfa-d456-4f14-a134-2545a7ab0d9b,-8.5557396,2016-04-01T14:15Z[UTC]
5ae52874-2feb-44c5-a50e-4bd6d831961a,-8.6019501,2016-04-01T14:30Z[UTC]
ee25311a-1857-46b9-9052-bb89afc0a265,-8.6481606,2016-04-01T14:45Z[UTC]
40fca96f-4db7-4dab-b37d-36313aaf6ea3,-8.69442,2016-04-01T15:00Z[UTC]
93c1d7c0-b206-4032-bc43-86ec87ed3dea,-7.9474725,2016-04-01T15:15Z[UTC]
e1774380-0b1b-4ad6-8efe-4a0f90c27aef,-7.200525,2016-04-01T15:30Z[UTC]
2c58ca0f-a1b0-4a32-b479-d45c192c91c9,-6.4536264,2016-04-01T15:45Z[UTC]
222d5f6c-682f-4df5-948f-e3e1d8ea0250,-5.7066789,2016-04-01T16:00Z[UTC]
90b99723-088f-43dd-bf71-fdbafb801e6c,-5.4246726,2016-04-01T16:15Z[UTC]
3aa2a2ce-14e6-49c5-b2d4-ffa2bba52a4c,-5.1426174,2016-04-01T16:30Z[UTC]
b8d6700e-0782-4f69-b01b-45b531eef17a,-4.86061599,2016-04-01T16:45Z[UTC]
8b3c3b00-04ae-43ed-b87e-fb7c9cd79209,-4.57859013,2016-04-01T17:00Z[UTC]
7f133cd8-e009-4f5a-93db-80dd918cd13e,-4.66847811,2016-04-01T17:15Z[UTC]
e857fb2b-cad3-466c-b416-9a7505389a7b,-4.7583612,2016-04-01T17:30Z[UTC]
187c3252-c1a4-4d4c-a22c-bb47185110f2,-4.84824918,2016-04-01T17:45Z[UTC]
93333160-b7fb-4637-b018-5da856fd9f6c,-4.9381176,2016-04-01T18:00Z[UTC]
4404ec62-85a6-4ecd-bd8b-ca41ab55362f,-3.70359798,2016-04-01T18:15Z[UTC]
b7fd6152-ad1c-4f28-a175-9ecbc9f69ae6,-2.46906369,2016-04-01T18:30Z[UTC]
1e211e24-c45f-40e7-8c5b-54b82ed6dd79,-1.23453429,2016-04-01T18:45Z[UTC]
fbbd5b0c-ab08-4a4c-9466-5474a6f3536e,0.0,2016-04-01T19:00Z[UTC]
4c86574d-9e45-4c93-9d8f-dfaadab643f8,0.0,2016-04-01T19:15Z[UTC]
39ae29ed-6d6d-49a8-bd2e-80d29757c574,0.0,2016-04-01T19:30Z[UTC]
2533a99b-67ba-4916-b1fb-05539835d0f6,0.0,2016-04-01T19:45Z[UTC]
977905a5-1320-490a-a506-0a289b8a60f5,0.0,2016-04-01T20:00Z[UTC]
b11ae294-c591-40ec-87c3-38781f5cb241,0.0,2016-04-01T20:15Z[UTC]
f7bdac87-ef01-42b8-8020-d64b3675fa67,0.0,2016-04-01T20:30Z[UTC]
38046ea9-dd44-479d-8e5a-d89af53b5532,0.0,2016-04-01T20:45Z[UTC]
3b62d3c8-f3da-46ca-9026-80b90fe7e16a,0.0,2016-04-01T21:00Z[UTC]
cf0375e5-16bb-4f9d-84c2-1a2ad0f604d8,0.0,2016-04-01T21:15Z[UTC]
ce6402d3-e89c-49fe-9827-e57350ab606e,0.0,2016-04-01T21:30Z[UTC]
be4235f3-1e14-49f5-9d26-ea180e9e10b1,0.0,2016-04-01T21:45Z[UTC]
08e54d61-062a-42ef-bfe4-3cc2c9c67b7f,0.0,2016-04-01T22:00Z[UTC]
ff1cc9a3-1832-4050-ac43-8cdbb65239b2,0.0,2016-04-01T22:15Z[UTC]
7407f678-af3e-480c-b831-3ae9e8d7cfaf,0.0,2016-04-01T22:30Z[UTC]
5ffd310d-45bf-4d2c-8187-3ea38c88b4e8,0.0,2016-04-01T22:45Z[UTC]
9692fac3-01ac-4e41-82f8-ab01b8a760c1,0.0,2016-04-01T23:00Z[UTC]
fb3b8917-0ae4-4e10-8875-0823c4fc3962,0.0,2016-04-01T23:15Z[UTC]
8eb4c1d5-7936-400c-944b-2c6f98d71639,0.0,2016-04-01T23:30Z[UTC]
9edcda1f-af0d-4a67-bdac-5cfdb3bb53fd,0.0,2016-04-01T23:45Z[UTC]
410d2066-3182-4e75-bb2a-ff649ad5c7c9,0.0,2016-04-02T00:00Z[UTC]
a44493b8-ab1c-4998-80ae-915c87b851a4,0.0,2016-04-02T00:15Z[UTC]
a754d641-cfce-4c34-8719-0cdbf2a341fa,0.0,2016-04-02T00:30Z[UTC]
d21831ea-f436-4147-902a-58dd72369622,0.0,2016-04-02T00:45Z[UTC]
c2dbc4d1-7674-4c93-a09b-601e94f1f2f2,0.0,2016-04-02T01:00Z[UTC]
7c547999-9f57-44d5-8825-c7b1dabcac45,0.0,2016-04-02T01:15Z[UTC]
5f1f9de4-cc1d-471a-b002-6c4e97a384a7,0.0,2016-04-02T01:30Z[UTC]
83a1af59-f1e7-460d-9601-4d32dd399e0c,0.0,2016-04-02T01:45Z[UTC]
2f857569-7456-430e-9299-6cfbb41d6177,0.0,2016-04-02T02:00Z[UTC]
813e3f1b-0781-441a-b763-a525a1f47651,0.0,2016-04-02T02:15Z[UTC]
75a6f5d3-b69b-4a68-8a01-76a22bb17158,0.0,2016-04-02T02:30Z[UTC]
ff3a68df-1bb6-4023-b8f6-cabc08d7189b,0.0,2016-04-02T02:45Z[UTC]
f796048b-7d90-470e-893a-a13113d98bd1,0.0,2016-04-02T03:00Z[UTC]
1a886367-477a-447f-bd16-a6464c6327c9,0.0,2016-04-02T03:15Z[UTC]
1e582f1c-2169-4220-9d07-de08ad54fe08,0.0,2016-04-02T03:30Z[UTC]
c40b6ed4-7d2b-4260-b5e8-2610316003c8,0.0,2016-04-02T03:45Z[UTC]
f940b301-3e2e-4836-94e9-9f5d46911b68,0.0,2016-04-02T04:00Z[UTC]
2fcd8593-fd8b-44ec-af45-68e24671015b,0.0,2016-04-02T04:15Z[UTC]
fd4883ea-7dbe-4999-b035-bb39c87a46de,0.0,2016-04-02T04:30Z[UTC]
8001f50b-71f9-41ec-a468-5cec410bdd9b,0.0,2016-04-02T04:45Z[UTC]
c53d2f06-5b11-43e9-afdf-2c370a8ddcb3,0.0,2016-04-02T05:00Z[UTC]
200df2fc-fa6b-47ee-8b53-03afc6b6fd91,0.0,2016-04-02T05:15Z[UTC]
920c6f37-cd74-4548-a499-510050aba0cc,0.0,2016-04-02T05:30Z[UTC]
63701c92-ab58-489d-8e64-3dd8ca00dae3,0.0,2016-04-02T05:45Z[UTC]
6eb288d2-5509-4486-b7d3-8bb36ae182a8,0.0,2016-04-02T06:00Z[UTC]
b4ebda1d-7007-4c9a-a572-2c63f805b6f8,0.0,2016-04-02T06:15Z[UTC]
e1d115eb-ea80-4694-80bf-700fad3cf7fd,0.0,2016-04-02T06:30Z[UTC]
67c0c885-510f-4c3d-a4e7-58717ce34c29,0.0,2016-04-02T06:45Z[UTC]
dac13ce1-034e-4419-ae8e-291b917a1ff3,0.0,2016-04-02T07:00Z[UTC]
42ab1f44-c642-4fdd-986e-4dad31492179,0.0,2016-04-02T07:15Z[UTC]
e1bb0345-73fc-43c4-8bae-95e59278a975,0.0,2016-04-02T07:30Z[UTC]
a499d97d-dfa6-4682-9f45-871deef13803,0.0,2016-04-02T07:45Z[UTC]
48afe0db-0d56-4c04-9306-ff4f3e28c077,0.0,2016-04-02T08:00Z[UTC]
ec98dc86-b463-437b-9c16-72aae1c17a28,-1.0315455,2016-04-02T08:15Z[UTC]
a39218bb-4b35-4bec-a514-b0b25bfab283,-2.063091,2016-04-02T08:30Z[UTC]
374d7c69-d154-413d-82b2-cba90632ab21,-3.0946365,2016-04-02T08:45Z[UTC]
fcc5adc4-1560-4086-b600-2b2784a8ab56,-4.12618689,2016-04-02T09:00Z[UTC]
d60a466e-a12d-4b69-9a04-be03c30980ea,-5.9652621,2016-04-02T09:15Z[UTC]
c25ef2cc-4f0f-4631-9173-fd0b77b42aca,-7.8043911,2016-04-02T09:30Z[UTC]
d771bfe7-dccb-43d7-ab7b-2d8526d3b698,-9.6434712,2016-04-02T09:45Z[UTC]
bc3a9b10-ca0d-412e-b773-2bbe90fe7548,-11.4825513,2016-04-02T10:00Z[UTC]
78f75cc7-daee-425e-9609-badc742674be,-11.8569297,2016-04-02T10:15Z[UTC]
67545ffb-e2b9-4c98-a215-c1669f035410,-12.2312592,2016-04-02T10:30Z[UTC]
5f8d819c-4bfb-4f71-ad0c-abc6fb10666a,-12.6056376,2016-04-02T10:45Z[UTC]
c29236ef-1fdc-4dc0-9712-b1511902a3fa,-12.9799671,2016-04-02T11:00Z[UTC]
14083a55-0f02-4b9f-8f7a-ba763f34967b,-13.1359581,2016-04-02T11:15Z[UTC]
363cadde-bef1-4674-83df-facb0eb50abe,-13.2919002,2016-04-02T11:30Z[UTC]
266c9b80-aa9e-44ee-aa67-b83dd7873e76,-13.4478912,2016-04-02T11:45Z[UTC]
14e2b39a-1929-4ccd-825f-0cb1442d9474,-13.6038333,2016-04-02T12:00Z[UTC]
5fceb821-fea0-4229-8b96-1b97cb332513,-13.7278437,2016-04-02T12:15Z[UTC]
6b4adb64-d3c1-4753-9caf-6b337fd56d4d,-13.8518541,2016-04-02T12:30Z[UTC]
7a9cef23-77c3-468d-9e91-36b32766d3fd,-13.9758645,2016-04-02T12:45Z[UTC]
8cbe8ca7-9a2c-438e-ba87-c0c2a954d185,-14.0998749,2016-04-02T13:00Z[UTC]
d525e42b-3e43-44d1-9380-4f3592a5af69,-13.8688224,2016-04-02T13:15Z[UTC]
171e5de6-0cfc-4b8d-b234-00584cece0d9,-13.6377699,2016-04-02T13:30Z[UTC]
6d5d1af7-df51-4c8a-8e3e-582eab079d80,-13.4067174,2016-04-02T13:45Z[UTC]
093af147-d916-4e4f-b3c5-d8720e2b7646,-13.1756649,2016-04-02T14:00Z[UTC]
757f86d7-6ffd-4fba-b1d2-ca6a92435e0d,-12.7313106,2016-04-02T14:15Z[UTC]
b61a0a4a-fdc7-4b0a-9c4c-8877ece61315,-12.2869563,2016-04-02T14:30Z[UTC]
f5b7fdcf-0768-4626-8ad7-1eb2f86d5ff1,-11.842602,2016-04-02T14:45Z[UTC]
e04081fc-12bc-4ed7-b6e0-3ec95b0fffa9,-11.3982477,2016-04-02T15:00Z[UTC]
3b900b80-c11d-4092-8941-8e7e92ccf920,-9.5390208,2016-04-02T15:15Z[UTC]
2b036de1-776a-419c-9961-113b40556f58,-7.6797939,2016-04-02T15:30Z[UTC]
9fd18967-5f7d-47d4-9be3-0c8829dee8a8,-5.820567,2016-04-02T15:45Z[UTC]
b4e2d2e9-c542-4fa4-85f0-ef288a7b5a71,-3.96134499,2016-04-02T16:00Z[UTC]
6239e06e-6c7f-409a-b5cc-a046d32dde81,-3.80313882,2016-04-02T16:15Z[UTC]
acc377e4-efbf-4e32-b227-7f9ff88ef193,-3.64492776,2016-04-02T16:30Z[UTC]
500f3aca-d7ad-4582-9be3-34df786c6dac,-3.4867167,2016-04-02T16:45Z[UTC]
fbc5f7e1-bd67-48a0-91f5-23449e3fb6b4,-3.32851053,2016-04-02T17:00Z[UTC]
a80807d3-ffcd-4483-aac7-c355a9ac9310,-3.38675532,2016-04-02T17:15Z[UTC]
c6f00625-0c86-4d9c-b37b-2b5d8b38f1d5,-3.44500011,2016-04-02T17:30Z[UTC]
7325f419-186f-4748-88f7-998508fc2a98,-3.5032449,2016-04-02T17:45Z[UTC]
16028ec8-784b-45f1-8db4-c7b5f3677475,-3.56148969,2016-04-02T18:00Z[UTC]
b6b0119f-5d61-427e-aec2-ce153f971c0d,-2.6711136,2016-04-02T18:15Z[UTC]
07b4bcd3-e977-4431-b7b4-20c0c6e3aed6,-1.7807424,2016-04-02T18:30Z[UTC]
9d9a3670-e8d3-45d0-afb0-16e64cb4d573,-0.8903712,2016-04-02T18:45Z[UTC]
b0576443-6f69-44d9-a072-7da499e82d5e,0.0,2016-04-02T19:00Z[UTC]
6e14628e-4283-4935-86b1-233b688f35a1,0.0,2016-04-02T19:15Z[UTC]
f95ede5c-aa2b-49a7-8e3b-3dab5564ea4b,0.0,2016-04-02T19:30Z[UTC]
358c33ba-585b-481c-a570-0bb80ca99b62,0.0,2016-04-02T19:45Z[UTC]
6cbc19b5-3809-4313-a7e7-949ac90fb381,0.0,2016-04-02T20:00Z[UTC]
14efc4b9-f118-4b16-8e8a-bc3922c7ffbe,0.0,2016-04-02T20:15Z[UTC]
e0ababc4-7638-45ae-912d-0b0c535fb88a,0.0,2016-04-02T20:30Z[UTC]
07baf07f-0b50-42cc-8e1a-4d675eec262d,0.0,2016-04-02T20:45Z[UTC]
f4daa611-bf6d-47ea-b8f1-0165ffa33a8d,0.0,2016-04-02T21:00Z[UTC]
b1a99082-bb87-42d4-bb00-dbff159e4e44,0.0,2016-04-02T21:15Z[UTC]
0bf6f1f3-0443-479b-88cc-11af53332922,0.0,2016-04-02T21:30Z[UTC]
262d1b9e-d47d-4465-9d67-9840183d5a9d,0.0,2016-04-02T21:45Z[UTC]
a36b0b7a-781a-492a-9da9-9e9203d1d414,0.0,2016-04-02T22:00Z[UTC]
e87ce644-bb22-4aeb-9e0a-bc3afe23d9e0,0.0,2016-04-02T22:15Z[UTC]
10303f52-fed1-43cb-8adb-e5c31be7df7f,0.0,2016-04-02T22:30Z[UTC]
64568177-bb55-4944-afc2-aed1ee25c073,0.0,2016-04-02T22:45Z[UTC]
d52f5ecd-9c81-4ebb-bf91-669ca7e6d872,0.0,2016-04-02T23:00Z[UTC]
52bb2db8-7a00-4c68-ba9c-c5a7b89421e5,0.0,2016-04-02T23:15Z[UTC]
1de11d17-f238-4aa4-b0c6-e571d926d089,0.0,2016-04-02T23:30Z[UTC]
be642bcf-39f4-4b0a-8ade-225375eef6bb,0.0,2016-04-02T23:45Z[UTC]
802edda1-323f-4d7f-9505-d70e761430c1,0.0,2016-04-03T00:00Z[UTC]
8784d8d2-cc64-4e57-ab2b-2582f12b9dba,0.0,2016-04-03T00:15Z[UTC]
540f29c8-d53f-4b7b-971c-e72939b5311f,0.0,2016-04-03T00:30Z[UTC]
8a0ca372-4337-49e8-b66c-ce3d58acf79e,0.0,2016-04-03T00:45Z[UTC]
a15f98c2-2d58-4153-a966-9bf0d5214234,0.0,2016-04-03T01:00Z[UTC]
6d0488f3-e23c-402b-b574-7221cbfaddde,0.0,2016-04-03T01:15Z[UTC]
b61611c2-775d-4690-b2cb-d9bcc043acd3,0.0,2016-04-03T01:30Z[UTC]
9be48b8c-0422-4ba5-abee-70240a7d98f1,0.0,2016-04-03T01:45Z[UTC]
ddb300a4-f051-4f9e-b60a-5c8855fc4b6b,0.0,2016-04-03T02:00Z[UTC]
bf16109b-c9a3-4f03-ba55-c6d7d66e9293,0.0,2016-04-03T02:15Z[UTC]
bd5c3fb6-d189-4154-9591-e63f7189cc4a,0.0,2016-04-03T02:30Z[UTC]
499ae498-763d-4277-a77c-628ada58014e,0.0,2016-04-03T02:45Z[UTC]
40c55d60-446e-4e13-964c-d1e836f9d123,0.0,2016-04-03T03:00Z[UTC]
7a6f5b34-1574-435c-a7ad-afa1e7ba1051,0.0,2016-04-03T03:15Z[UTC]
2d8fb009-b70b-48a0-ae49-f342e8e46397,0.0,2016-04-03T03:30Z[UTC]
de838d6c-2bb9-47fc-b5ec-df994cd0b8ba,0.0,2016-04-03T03:45Z[UTC]
c7f8efcf-8f47-4d6d-8839-1b7731f53804,0.0,2016-04-03T04:00Z[UTC]
c027e4b0-b664-4cad-9169-ff9afb801f9f,0.0,2016-04-03T04:15Z[UTC]
3aded129-ff9b-482a-8823-1201d3a53e9b,0.0,2016-04-03T04:30Z[UTC]
18cd1439-3768-42d7-8a80-898cac4bf380,0.0,2016-04-03T04:45Z[UTC]
f0b55476-f1a7-45f5-bd30-fdd8c7bbe881,0.0,2016-04-03T05:00Z[UTC]
06022573-7eb6-4d12-84d1-8266191ac2bb,0.0,2016-04-03T05:15Z[UTC]
c1ada56c-50ea-4b0b-ac11-1f7ba32ca8ab,0.0,2016-04-03T05:30Z[UTC]
0b5f933c-31bc-476c-98d6-6da3189fdf21,0.0,2016-04-03T05:45Z[UTC]
5edaff63-caa9-4598-98af-bc180d4db13d,0.0,2016-04-03T06:00Z[UTC]
32bccbf8-7530-4d7d-b201-bea2ba27308f,0.0,2016-04-03T06:15Z[UTC]
506fd555-3a56-40b4-9771-d6e4566d011a,0.0,2016-04-03T06:30Z[UTC]
b928b2e6-c3a1-43e3-86d0-d653b917858c,0.0,2016-04-03T06:45Z[UTC]
3b7e295d-9a37-4aa6-91e2-48105ef6b01b,0.0,2016-04-03T07:00Z[UTC]
803e96ec-fafd-48e3-a57f-e57b3473bc16,0.0,2016-04-03T07:15Z[UTC]
82622ce2-b15e-47d0-9f98-bd352ecc73cd,0.0,2016-04-03T07:30Z[UTC]
eafdbad4-2a17-4fd3-b3fc-102e6d69fe9b,0.0,2016-04-03T07:45Z[UTC]
53abe967-9e12-4339-8134-087790ef4f44,0.0,2016-04-03T08:00Z[UTC]
3d26d024-c9a1-409a-b7a8-1289c929732f,0.0,2016-04-03T08:15Z[UTC]
6be1b670-ace6-4170-8a1f-18a6007ce890,0.0,2016-04-03T08:30Z[UTC]
4f2e60b4-33a1-4c75-ac7c-c96ca4c2eeba,0.0,2016-04-03T08:45Z[UTC]
737680c8-2a66-49eb-b817-aedb9d5dbfef,0.0,2016-04-03T09:00Z[UTC]
2d38012a-0bfe-4e8f-b5e4-3b22c66ea803,-0.94229811,2016-04-03T09:15Z[UTC]
40cca1bb-5aae-4e09-a9a1-1e5a05dec3f1,-1.88459622,2016-04-03T09:30Z[UTC]
019e4d78-a568-4488-a410-c23dbcfe5c27,-2.82689433,2016-04-03T09:45Z[UTC]
56a50c77-d3fb-47ce-9b68-2012cf786b1d,-3.76919244,2016-04-03T10:00Z[UTC]
4adecdcb-4bd6-430b-82e2-c8bb40bc95ce,-3.98156025,2016-04-03T10:15Z[UTC]
61a177e9-968c-4d15-9f05-f50795f82b1e,-4.19393295,2016-04-03T10:30Z[UTC]
34d0d64a-d3a9-4b5e-9aa9-cfdfff64c938,-4.40630076,2016-04-03T10:45Z[UTC]
204eb6c8-d72d-487a-99fb-cdbd7326596a,-4.61867346,2016-04-03T11:00Z[UTC]
730a92ee-2286-48ac-96d3-005d40b7e801,-4.56241401,2016-04-03T11:15Z[UTC]
f0631d89-d385-4289-bf88-b81565774ac6,-4.50615945,2016-04-03T11:30Z[UTC]
6cf27ec9-06a7-4c30-ae60-521104585b61,-4.4499,2016-04-03T11:45Z[UTC]
c50fb885-40fe-4798-ad3f-4789e9dca10b,-4.39364544,2016-04-03T12:00Z[UTC]
37df6fc1-9c60-4b40-b3c9-c06b846fd767,-4.4037384,2016-04-03T12:15Z[UTC]
60b52cb9-ba7b-4209-a691-db3565890210,-4.41382647,2016-04-03T12:30Z[UTC]
b216e4fd-c771-40bb-8f27-b09b05e059d0,-4.42391943,2016-04-03T12:45Z[UTC]
929b1036-36fb-428c-975d-6f6d49d2be39,-4.4340075,2016-04-03T13:00Z[UTC]
0f34f8fa-5615-4496-8a92-9d6af11a7978,-4.84992645,2016-04-03T13:15Z[UTC]
c25b8e07-3e18-4936-9547-3175e3b80a47,-5.2658454,2016-04-03T13:30Z[UTC]
c1c3c6c1-83cd-4e6f-b866-bebc2b9624f5,-5.6817399,2016-04-03T13:45Z[UTC]
89aed393-d65f-46e7-bc40-1595328c2fef,-6.0976833,2016-04-03T14:00Z[UTC]
32161a0d-cfd1-4b38-859a-d793489eed0c,-6.2448723,2016-04-03T14:15Z[UTC]
4812e471-7457-432e-b804-b7948e810984,-6.3920613,2016-04-03T14:30Z[UTC]
881537b0-b3b8-45c1-a69e-fcdba4369ec2,-6.5392014,2016-04-03T14:45Z[UTC]
e4c458b1-dcf8-4898-94a6-f5d391ada8b7,-6.6863904,2016-04-03T15:00Z[UTC]
872252b0-e7b1-4281-904d-c1217db7b2d6,-6.607368,2016-04-03T15:15Z[UTC]
f0cc2d60-5208-45ce-9b06-3428ac59459b,-6.5282967,2016-04-03T15:30Z[UTC]
46c19b31-4d0d-46d6-ab97-a3ca42a96b4e,-6.4492254,2016-04-03T15:45Z[UTC]
b4b8805f-6d1e-49a8-b436-9efac309c6d5,-6.3701541,2016-04-03T16:00Z[UTC]
e9d32dc7-af2f-4775-a717-4b37b7589377,-6.1894686,2016-04-03T16:15Z[UTC]
029d1582-7305-4fd7-a533-8febbd5f813c,-6.0087342,2016-04-03T16:30Z[UTC]
f7a6635b-59b4-49c6-afa8-bc183790344a,-5.8280487,2016-04-03T16:45Z[UTC]
003f81de-04c5-4ffe-af65-ec53ad5dbff3,-5.6473632,2016-04-03T17:00Z[UTC]
082f448d-3a79-4426-a7ea-592a4bc4e37e,-5.8421808,2016-04-03T17:15Z[UTC]
3ee80de9-c27c-4dc3-90ca-cf35a9f2e601,-6.0369984,2016-04-03T17:30Z[UTC]
7522e995-a3ee-42d2-8533-2b40af95d5a7,-6.231816,2016-04-03T17:45Z[UTC]
8eb5a489-21ba-45b7-938a-1f1dfc8bb10f,-6.4266336,2016-04-03T18:00Z[UTC]
2b9cc7e8-1e05-44d1-adf6-5e8a47a97eec,-4.81998987,2016-04-03T18:15Z[UTC]
75b9ca0c-5f81-4a4b-8b6d-db5445d7d69e,-3.21332658,2016-04-03T18:30Z[UTC]
2505cf1d-4e24-4891-bdb5-09b4c0368504,-1.60666329,2016-04-03T18:45Z[UTC]
d881e29a-655c-487d-a286-c14e8ef62e93,0.0,2016-04-03T19:00Z[UTC]
69706ff5-d103-4b9e-96f8-0e9f624f71d5,0.0,2016-04-03T19:15Z[UTC]
703bcf83-76bf-4e50-bb9e-a64065af8055,0.0,2016-04-03T19:30Z[UTC]
a202f8bd-e354-48d4-a0c4-9959977059df,0.0,2016-04-03T19:45Z[UTC]
01f658f5-7607-4faa-9c05-d4b9125334a5,0.0,2016-04-03T20:00Z[UTC]
